customer_id,frequency,monetary,recency
887fa8c5,1,321.9,79
88803624,1,75.6,174
88804b4c,1,103.8,343
8880908f,1,530.0,156
8880c936,1,28.9,317
8880f628,1,59.9,397
88815bf9,1,19.47,400
8882489a,1,12.99,89
8882d473,1,89.99,359
88844489,1,187.0,447
88857127,1,69.9,262
8887127d,1,249.99,523
8887509a,1,79.0,6
88891fdc,1,236.0,231
888aec5e,1,126.79,135
888af659,1,139.9,125
888b16e7,1,145.0,508
888b8990,1,72.99,37
888c9e6c,1,17.99,278
888d2ebe,1,16.9,473
8890d07a,1,334.9,55
88913416,1,119.0,134
88916d77,1,21.99,354
88918d20,1,887.0,304
8891c02b,1,49.9,404
88927ff4,1,24.9,693
88938507,1,135.0,65
88939fbe,1,148.0,162
88957154,1,19.89,113
88973adb,1,799.0,28
88977a0c,1,157.77,233
889987ae,1,99.9,514
889a1cac,1,99.0,397
889b4cac,1,59.9,427
889b986c,1,477.59999999999997,185
889c0258,1,74.0,468
889c1024,1,69.9,140
889caa96,1,173.9,275
889cd347,1,328.0,184
889d677f,1,399.9,195
889e0035,1,39.99,110
889e221b,1,44.9,261
88a424b8,1,299.0,24
88a75bd3,1,39.99,318
88a8cf9e,1,99.9,124
88a98577,1,17.0,186
88a9b809,1,199.0,16
88a9bef2,1,49.0,295
88aa1378,1,56.97,123
88aa57af,1,89.0,69
88aac7b0,1,119.9,279
88ab1815,1,44.9,414
88ab6742,1,356.4,149
88b0bac2,1,28.99,22
88b11ee8,1,335.9,264
88b21177,1,34.9,289
88b37da7,1,64.99,483
88b39890,1,989.0,163
88b39eb1,1,39.99,105
88b3e8bf,1,159.9,348
88b4ee07,1,154.8,361
88b5387e,1,53.9,99
88b566ae,1,26.69,437
88b61cad,1,58.99,113
88b6e100,1,29.9,148
88b70dbc,1,49.99,450
88ba6e64,1,85.9,179
88baf527,1,115.97999999999999,232
88bca84d,1,279.6,172
88bd3bf7,1,118.0,124
88be27a7,1,379.6,212
88be5356,1,109.99,74
88be8e03,1,662.1,237
88bf6f64,1,299.0,459
88bfbe93,1,4358.0,118
88bfdd14,1,29.9,390
88c0a235,1,51.0,122
88c1c3d0,1,139.9,526
88c43453,1,45.9,101
88c7c3fe,1,45.49,222
88c7e371,1,67.9,403
88ca1a52,1,104.99,61
88ca4c62,1,209.99,237
88cb1a50,1,59.9,453
88cc0836,1,55.09,112
88cd4760,1,99.0,11
88ce8a13,1,49.77,265
88cfdf24,1,75.0,530
88d16e70,1,199.0,197
88d26eaf,1,359.0,42
88d28eee,1,14.45,182
88d2a817,1,79.0,278
88d2a8be,1,196.8,217
88d3d491,1,334.89,301
88d44020,1,119.9,564
88d4c183,1,71.6,54
88d52711,1,55.0,33
88d56159,1,49.0,182
88d59b96,1,36.9,471
88d6b2fc,1,15.48,365
88d70012,1,53.99,246
88d722bf,1,53.99,265
88d7e0cd,1,69.9,208
88d808f3,1,49.9,220
88d87ad4,1,169.9,255
88d9941d,1,319.9,528
88d99e45,1,89.9,361
88d9faee,1,220.0,69
88da9ca0,1,110.0,101
88dade7a,1,55.0,79
88dc11bb,1,68.99,525
88dc2fd9,1,39.5,56
88dc5c43,1,98.0,421
88dd9d55,1,40.9,65
88ddedb9,1,134.64,117
88de4365,1,18.99,394
88de56ab,1,29.9,120
88de5fdb,1,58.9,210
88df1c39,1,119.0,91
88e02611,1,4.99,119
88e07c0e,1,99.99,523
88e0d7f5,1,119.99,136
88e101a3,1,109.99,365
88e2fe23,1,259.0,245
88e46569,1,103.9,71
88e60978,1,99.0,171
88e61c72,1,232.32,222
88e6c91e,1,79.0,214
88e7f69e,1,64.0,468
88e8338a,1,457.6,187
88e865cd,1,13.65,208
88e8891e,1,24.33,99
88e9130b,1,24.99,104
88ed0ffd,1,169.9,71
88ed670f,1,78.0,253
88eddac4,1,199.6,212
88ee40a9,1,169.9,503
88eec1a2,1,99.99,200
88ef0e2b,1,718.0,324
88f04ea3,1,119.0,264
88f1f681,1,82.9,359
88f2b6ee,1,50.0,235
88f54f74,1,67.0,103
88f5da0f,1,9.0,258
88f605ab,1,174.9,296
88f63e38,1,17.9,40
88f690ac,1,59.9,37
88f6fc71,1,159.8,64
88f79686,1,99.99,449
88f96ddc,1,149.9,535
88fa170f,1,99.0,266
88fadbc0,1,129.9,21
88fb6b71,1,289.9,126
88fc4e45,1,139.6,523
88fd1e7e,1,267.99,362
88ff09ef,1,37.4,377
890083f5,1,69.9,13
89008686,1,120.0,129
8900bb1e,1,139.0,374
8901c3b1,1,325.0,370
89025dfa,1,120.0,252
8902d99d,1,639.6,205
89030dfa,1,109.9,541
89033ba7,1,117.9,124
890397d5,1,36.79,419
8903c964,1,145.99,268
890452f5,1,89.9,152
890516c4,1,34.99,398
89056b28,1,79.9,81
8905ce4c,1,18.99,461
89064eee,1,196.99,285
89075690,1,263.99,386
890795b5,1,45.99,276
8909a5e8,1,49.9,100
890a54fe,1,157.99,8
890a87ab,1,229.0,358
890ab4ec,1,30.9,234
890aeee0,1,145.0,115
890b202d,1,69.9,246
890bbb1c,1,199.0,133
890c3255,1,585.65,241
890c6e20,1,289.99,268
890cec1f,1,75.0,268
890d7395,1,413.09999999999997,267
890d848b,1,172.07999999999998,222
890e24d0,1,520.0,126
890f8c35,1,199.6,389
891055fa,1,57.83,34
891093e5,1,53.9,176
89112742,1,190.83,268
891134a5,1,99.99,347
8911ea3c,1,339.9,95
89128b58,1,818.1000000000001,278
89129b41,1,1141.0,277
8912c3b9,1,38.4,312
8912fc0c,1,451.96,293
89130e32,1,27.19,8
89141b4c,1,99.0,72
8914e881,1,122.99,12
8915506d,1,87.9,340
8915549c,1,119.9,194
8915665d,1,112.0,180
89161535,1,56.99,342
8916cef3,1,75.0,72
8918dedf,1,99.9,392
891966aa,1,109.9,279
891adb1f,1,96.99,3
891b9b2c,1,59.0,347
891c884c,1,119.10000000000001,538
891d97a0,1,120.0,138
891deeb7,1,69.9,531
891df159,1,99.0,511
891e4336,1,189.9,107
89205ebc,1,58.99,167
892144cc,1,939.6,343
8921e13b,1,110.0,477
8923186c,1,89.0,276
89232b00,1,219.0,303
89237488,1,87.99,181
892448a2,1,27.0,121
892510fe,1,35.9,342
892522b6,1,27.99,407
892531dd,1,625.0,349
89269b0f,1,49.9,258
8927e664,1,89.9,158
8928256d,1,104.0,79
892863eb,1,97.0,475
89286f5f,1,356.0,237
89293535,1,24.9,279
8929d498,1,23.7,271
892a4b93,1,299.0,315
892a5742,1,105.0,27
892b4b41,1,149.9,173
892b8e15,1,79.96,151
892d0f0c,1,14.9,38
892d2f1d,1,99.9,310
892d34f7,1,64.99,465
892ebc94,1,49.9,14
892f0b23,1,18.9,330
892fcebe,1,169.0,215
89308d2e,1,519.6,525
893322fe,1,140.0,163
89340e86,1,79.0,351
89350368,1,99.9,192
8937aa61,1,19.0,37
8937aecd,1,89.0,195
8938c114,1,31.9,408
8939553d,1,129.99,385
893957a6,1,149.99,378
8939f73a,1,59.9,544
893a3eae,1,15.0,174
893a9e45,1,59.9,138
893aaa51,1,146.99,293
893ab218,1,516.0,118
893c3461,1,10.0,297
893e6528,1,229.0,221
893f9d06,1,99.99,443
89404eaa,1,79.99,148
894070d4,1,185.85,215
89416a14,1,39.9,125
8941b349,1,299.96,107
8941fa31,1,99.99,218
894202b8,1,399.0,90
89430c69,1,415.8,494
894337b2,1,29.9,208
89434439,1,108.9,105
8943a365,1,59.9,409
8943a458,1,199.99,146
8943a94f,1,99.0,214
89451b93,1,26.99,111
89455e55,1,48.9,92
8945bef2,1,58.0,232
8946712e,1,89.0,138
894680d0,1,122.99,145
8946af26,1,79.0,433
8946bb76,1,148.0,125
8947279b,1,27.99,252
89479f50,1,97.78,315
894993a3,1,39.0,190
8949f0cd,1,41.9,377
894bc3b5,1,375.68,188
894c170e,1,79.99,456
894c7fe4,1,16.99,230
894ce1f9,1,94.0,85
894d3aa8,1,199.9,79
894dc3ff,1,129.99,527
894f7811,1,42.99,104
89520d11,1,69.9,328
89534256,1,32.0,46
8953a5c6,1,99.99,37
8953cac0,1,83.23,226
8953f8bf,1,69.99,12
895434c8,1,806.6999999999999,122
89558059,1,199.0,246
8955e83a,1,56.0,331
89586072,1,259.99,119
895911c6,1,99.0,264
89595241,1,389.9,106
89595847,1,34.99,399
8959f0ac,1,299.99,131
895a1765,1,200.0,127
895b7758,1,139.9,27
895bb165,1,89.9,278
895bbb0f,1,144.0,455
895be696,1,56.99,314
895bef6c,1,59.9,229
895c0718,1,199.6,67
895ca1f7,1,140.0,176
895dc631,1,39.9,568
895eb5c7,1,12.97,275
895ebf13,1,67.99,76
895edce5,1,59.99,256
895f224c,1,125.0,237
895f2539,1,29.5,220
895fcef1,1,108.9,107
895feab4,1,26.26,266
8960ce4e,1,29.99,314
89610c63,1,154.99,81
89613c69,1,65.0,20
8961e2d2,1,145.9,344
89621045,1,24.9,113
89622b9c,1,12.9,376
89632144,1,108.9,369
89636364,1,24.99,224
89639b2f,1,649.9,152
8963ce5c,1,39.99,496
89644ae4,1,1500.0,65
89652594,1,24.5,276
8965a99b,1,33.1,329
8965c086,1,32.0,30
89673ee4,1,19.99,264
896807dd,1,29.99,187
896957ad,1,248.99,239
896989a5,1,34.9,475
896aac67,1,75.0,432
896b6dbc,1,6.9,105
896be071,1,58.99,377
896ca8df,1,60.0,580
896d4013,1,199.9,192
896d83a0,1,109.9,52
896dada9,1,77.08,555
896dadd8,1,49.0,279
896ef8aa,1,29.0,357
896f1932,1,149.0,216
896fbb79,1,98.99,363
8970d055,1,43.0,288
8970ed2a,1,149.9,187
8972d1a3,1,79.9,337
8972d832,1,19.99,235
89740b26,1,98.99,105
8974c83d,1,199.0,117
8976ae1c,1,19.9,127
89775ddb,1,55.0,273
8978d77f,1,18.9,463
8979bc6d,1,79.99,425
8979fb8c,1,19.9,107
897b0d23,1,89.9,197
897b2703,1,30.1,308
897b42a9,1,139.65,275
897b69e7,1,164.9,262
897b7f72,1,26.99,22
897b8592,1,59.9,378
897bc788,1,32.9,42
897be40d,1,197.8,465
897c8801,1,1349.99,346
897d0a8c,1,195.0,113
897e0b83,1,122.99,180
897e0d6c,1,8.25,420
897eb926,1,225.99,295
897ed9ba,1,39.0,196
89801e85,1,719.9099999999999,196
8981025c,1,110.0,286
89810730,1,188.0,216
89812eca,1,367.8,235
89826e83,1,64.99,531
8982db06,1,29.98,188
8982ed2c,1,144.9,86
89838676,1,122.99,189
8983e99a,1,164.9,29
89852ab6,1,228.0,6
8985819d,1,1008.0,484
8985b6d5,1,59.9,319
89863bf8,1,199.6,323
89885df9,1,149.0,223
898869ec,1,279.99,443
89887a50,1,68.9,191
89898d84,1,99.0,104
898af458,1,59.0,329
898b4f6c,1,220.89,287
898b7b46,1,129.99,422
898b7fee,1,84.99,0
898ba86b,1,21.0,143
898bbe05,1,38.89,111
898bc911,1,120.0,201
898c1761,1,552.0,448
898c951d,1,99.9,183
898d30a2,1,27.9,63
898d5e52,1,729.0,132
898e0671,1,64.9,286
898ed903,1,187.2,39
898f1c59,1,499.99,151
898fdee6,1,649.0,279
89902f85,1,119.96,155
8990831f,1,63.0,441
8990cac4,1,340.0,306
89924b0f,1,69.77,254
89928588,1,119.99,260
8992c643,1,420.0,478
8993926d,1,89.99,275
89940009,1,16.99,12
89942dc4,1,79.9,101
899450df,1,215.6,121
8995948d,1,199.0,140
89973f1f,1,72.0,92
8998916e,1,90.0,154
899a8e7d,1,59.9,19
899adc69,1,284.99,539
899ae8bc,1,139.99,267
899b712f,1,79.0,277
899b9fd4,1,139.0,105
899be4b6,1,128.0,171
899c69dc,1,41.9,118
899cc6ed,1,51.6,211
899cdc13,1,99.0,98
899d314e,1,29.0,279
899f6aa5,1,43.9,561
89a12dad,1,110.0,18
89a18740,1,149.0,192
89a1a3f7,1,139.9,387
89a38ba4,1,174.0,290
89a38ddd,1,239.9,113
89a3b88e,1,120.0,171
89a40395,1,13.9,108
89a45d9c,1,599.65,230
89a482b5,1,29.99,163
89a5f956,1,439.6,533
89a6b1bf,1,37.99,37
89a70408,1,65.0,353
89a76241,1,763.32,279
89a7f548,1,169.9,368
89a7fcf7,1,39.9,382
89a9c5b7,1,295.0,46
89a9cedb,1,109.0,139
89a9dfe1,1,59.9,75
89aa7396,1,122.99,14
89aa7d6c,1,39.9,404
89aab649,1,39.0,315
89aac251,1,98.0,196
89ac41e8,1,219.9,29
89acbe4f,1,99.99,451
89ad688a,1,75.6,506
89adeb7c,1,69.9,454
89afdab8,1,67.99,112
89b00047,1,139.6,82
89b009b9,1,35.0,23
89b021b2,1,129.8,277
89b0d2b9,1,35.9,325
89b1996b,1,76.0,358
89b1ffdb,1,436.0,201
89b38155,1,291.96,167
89b4427a,1,169.99,128
89b92d2a,1,228.0,30
89b9fe24,1,12.3,105
89ba44b1,1,169.99,567
89ba4fbb,1,76.9,284
89baab69,1,89.9,546
89bac28e,1,24.9,145
89bb5844,1,103.9,42
89bca1b7,1,105.0,16
89be18e3,1,8.9,173
89be6663,1,29.99,315
89bf9872,1,199.9,107
89c01907,1,135.0,157
89c1908f,1,34.9,342
89c1a546,1,149.97,42
89c24c9a,1,105.9,209
89c46cb5,1,1599.0,103
89c4c6c5,1,15.9,78
89c65a76,1,89.9,238
89c84aeb,1,106.9,9
89c85514,1,109.97,226
89c85c60,1,122.99,140
89c8c502,1,49.99,329
89c93c9e,1,99.0,314
89c95f6b,1,33.0,107
89c9e408,1,299.9,690
89c9f3d7,1,29.9,281
89cad968,1,143.99,281
89cb8fae,1,749.9,129
89cbdb91,1,143.0,319
89cc6bc8,1,32.0,63
89cdc071,1,129.9,236
89cddf82,1,21.9,170
89ce2f3b,1,119.99,427
89ce5d18,1,720.99,60
89cfc288,1,419.9,488
89d012aa,1,18.95,505
89d08063,1,159.9,190
89d28a69,1,367.0,19
89d2aa07,1,79.8,343
89d340ca,1,28.9,112
89d3acdd,1,45.9,469
89d62100,1,165.0,204
89d71eb3,1,66.9,8
89d73d4c,1,35.99,367
89d8adfe,1,46.0,89
89d8f6fe,1,209.99,447
89d946ea,1,369.0,35
89db3891,1,220.0,238
89dcdb71,1,409.99,128
89df6e91,1,39.0,490
89df8b72,1,153.4,91
89dfc5a4,1,99.9,113
89e0983a,1,54.9,375
89e0faf5,1,65.06,458
89e0fb52,1,90.0,86
89e20677,1,99.9,33
89e22820,1,74.89,212
89e3b283,1,49.0,400
89e468d4,1,199.9,132
89e4a2b4,1,27.99,79
89e5d808,1,149.99,335
89e67ca2,1,279.6,304
89ea2f69,1,69.9,345
89ec5964,1,129.99,157
89ec836d,1,49.9,408
89ed25d6,1,169.0,140
89ed9f54,1,30.0,92
89edd6e8,1,99.9,220
89ee2165,1,128.56,409
89ee23cf,1,182.56,362
89ee3b08,1,208.9,552
89ee6b70,1,179.99,459
89ee8f2c,1,19.9,195
89eeb5f6,1,85.0,405
89eedbc0,1,249.99,526
89f02b01,1,39.99,214
89f1b36c,1,27.9,133
89f3ec66,1,189.89,132
89f3f247,1,114.9,55
89f48233,1,319.99,329
89f52900,1,220.0,37
89f7508d,1,49.9,505
89f8ae16,1,23.2,395
89f95811,1,38.4,12
89f99235,1,20.0,521
89fa631e,1,129.0,21
89faec4c,1,329.0,24
89fc2ea4,1,196.0,179
89fcf2ee,1,199.99,487
89fcf5e5,1,519.0,352
89fd2ebd,1,108.0,267
89fe1107,1,14.9,28
89fe9585,1,219.0,234
89ff417f,1,98.99,534
89ff5bcd,1,79.9,277
8a006c26,1,16.9,179
8a010826,1,69.9,178
8a01407a,1,17.0,23
8a015b4f,1,44.99,207
8a019cbc,1,149.0,43
8a01af23,1,99.0,286
8a01c6e4,1,29.0,290
8a021120,1,59.99,235
8a024ccd,1,39.99,412
8a0328c1,1,99.9,456
8a05edff,1,59.99,230
8a067839,1,489.0,147
8a06eb73,1,69.9,156
8a07c252,1,23.9,524
8a0a4551,1,49.9,98
8a0c1872,1,115.0,222
8a0c73eb,1,89.0,308
8a0c8a9b,1,97.9,426
8a0d5329,1,59.99,342
8a0d726f,1,28.9,294
8a0dace8,1,79.9,184
8a0db2c1,1,129.99,414
8a0e11ca,1,98.99,172
8a10e198,1,109.9,448
8a1131b2,1,59.9,194
8a11dfea,1,48.9,389
8a1218a7,1,67.0,174
8a12fdc7,1,9.9,302
8a137d0f,1,8.09,267
8a14a7fe,1,189.98,180
8a14edb9,1,30.0,30
8a177163,1,99.99,259
8a177e6f,1,29.9,353
8a17cb16,1,69.9,291
8a17fed2,1,197.99,324
8a18c4c8,1,150.0,36
8a199e2d,1,34.99,274
8a19afec,1,86.9,221
8a19df88,1,319.6,572
8a1adc2c,1,179.9,147
8a1daab4,1,130.0,106
8a1de99d,1,48.9,106
8a1de9db,1,126.99,443
8a20a3e6,1,99.9,121
8a21af9e,1,388.0,302
8a22ead5,1,86.25,55
8a2384d1,1,139.99,43
8a250edc,1,639.0,126
8a26de34,1,59.89,278
8a26e9d1,1,31.9,427
8a285783,1,109.0,127
8a2b1304,1,1011.86,274
8a2b7d85,1,84.0,109
8a2c3cea,1,150.0,16
8a2d4106,1,56.99,499
8a2d6290,1,249.0,4
8a2d6fe1,1,27.5,114
8a2d8ef5,1,104.9,383
8a2e7ef9,1,79.79,182
8a2ea7fe,1,39.9,107
8a2edb07,1,49.99,135
8a2ef781,1,86.9,237
8a2f91d0,1,441.28,79
8a2fbe2c,1,41.99,161
8a2fc758,1,238.0,54
8a3083e3,1,49.0,278
8a309deb,1,98.99,533
8a31acd6,1,99.0,337
8a320a21,1,55.0,57
8a326e70,1,47.96,31
8a32ba47,1,84.9,184
8a3339f2,1,38.9,226
8a337d8b,1,539.0999999999999,331
8a3440e2,1,39.8,394
8a346ad0,1,11.6,181
8a3504cc,1,279.99,319
8a35aff2,1,14.99,40
8a36595a,1,29.99,325
8a36db6f,1,552.0,123
8a37841a,1,173.9,48
8a383b32,1,25.0,139
8a385c96,1,1694.1000000000001,213
8a39ba1f,1,716.0,30
8a3da20a,1,79.0,287
8a3e99fa,1,169.9,263
8a3edfcb,1,149.65,65
8a3ee8c4,1,129.0,232
8a3f1d8e,1,150.0,225
8a3f3893,1,19.99,249
8a3f8374,1,199.99,140
8a3ff543,1,62.9,98
8a4097fc,1,99.0,329
8a40e7b0,1,89.99,286
8a40ed38,1,87.6,236
8a41c7f9,1,14.95,134
8a44674c,1,59.9,22
8a446e06,1,37.9,181
8a449a22,1,132.45,284
8a45db04,1,25.9,217
8a45f7d2,1,92.34,315
8a46409d,1,220.0,341
8a46fa34,1,79.99,167
8a4877a8,1,239.6,317
8a48d765,1,359.0,269
8a48e881,1,149.99,265
8a4939e9,1,39.99,206
8a49683c,1,269.9,303
8a4976f3,1,159.9,233
8a498c95,1,56.99,386
8a4bcc57,1,109.9,5
8a4cf15e,1,89.9,155
8a4e02df,1,39.99,277
8a4eb74e,1,1050.0,299
8a4ecf2e,1,69.9,112
8a4f4405,1,56.99,404
8a4f9a65,1,59.9,5
8a501a6f,1,69.9,237
8a512586,1,49.0,137
8a52b433,1,35.9,476
8a5564ca,1,9.0,140
8a5589ee,1,12.88,143
8a559a17,1,198.9,75
8a561b23,1,283.2,335
8a575e53,1,99.99,123
8a5761bf,1,78.9,276
8a588136,1,124.99,579
8a59859c,1,204.0,183
8a59aa4c,1,90.0,132
8a59ced4,1,109.9,219
8a59d93d,1,59.9,335
8a5bce2c,1,103.96,290
8a5bfb2a,1,745.6800000000001,212
8a5d1bd9,1,179.9,15
8a5d75b4,1,109.79,77
8a5d9260,1,139.0,17
8a5fbe36,1,104.0,195
8a5fdba6,1,34.0,373
8a60cdad,1,343.6,1
8a614194,1,105.9,214
8a615f61,1,229.99,439
8a61c074,1,21.99,169
8a6275c4,1,129.0,295
8a629de9,1,33.99,154
8a651f62,1,899.0,278
8a6594d5,1,150.0,220
8a66ae44,1,34.9,443
8a67b0ac,1,199.0,549
8a67f417,1,177.0,580
8a68185b,1,795.0,21
8a69183a,1,64.89,260
8a69afb6,1,59.65,177
8a6a65b3,1,119.99,439
8a6a65d9,1,159.96,125
8a6a9370,1,59.9,200
8a6c1f22,1,49.9,203
8a6d71ee,1,338.9,226
8a6d9c90,1,135.0,160
8a6f41f6,1,110.0,164
8a6fc2f3,1,28.9,154
8a6feb56,1,24.99,129
8a6ff733,1,70.0,178
8a70aa71,1,39.9,471
8a717a19,1,1247.68,87
8a71989a,1,149.0,175
8a71b138,1,549.9,40
8a71eb0a,1,1534.9,48
8a720123,1,109.99,535
8a7211ca,1,89.99,278
8a733c47,1,184.0,84
8a742a96,1,186.98,251
8a7610d2,1,79.9,345
8a7636a8,1,249.9,277
8a76b80a,1,74.99,82
8a76cd2a,1,29.99,204
8a78af6d,1,49.9,219
8a795f83,1,145.0,237
8a79aaef,1,629.6,137
8a7bd753,1,59.9,374
8a7bde5e,1,35.0,266
8a7cb9ea,1,29.9,189
8a7cf4ce,1,94.9,10
8a7f485b,1,199.6,387
8a7f70a4,1,120.0,162
8a80133b,1,29.0,509
8a80473d,1,58.99,349
8a80d1c0,1,59.9,469
8a80d319,1,73.5,107
8a811aba,1,239.6,354
8a816073,1,127.2,35
8a81a8a2,1,175.0,235
8a8440c5,1,19.99,464
8a8476a8,1,79.0,63
8a84ce46,1,53.79,111
8a861c44,1,669.0,579
8a863458,1,349.9,691
8a86e154,1,85.5,310
8a880238,1,49.99,406
8a89e427,1,118.9,187
8a8c2e93,1,124.85,56
8a8cd362,1,47.9,74
8a8d243d,1,74.9,189
8a8dade6,1,89.9,269
8a8dd60b,1,69.9,175
8a8f4a93,1,99.99,202
8a8fcdb7,1,344.0,119
8a9003f3,1,849.5,171
8a908429,1,289.54,170
8a90ed69,1,89.99,277
8a91f4f2,1,99.9,364
8a920081,1,569.8,28
8a92f7ae,1,119.99,394
8a93b11e,1,55.0,55
8a93c28b,1,127.27,119
8a949fe0,1,38.5,462
8a95b8c7,1,68.7,318
8a97f6fb,1,179.9,542
8a989db1,1,53.99,269
8a98da41,1,50.0,530
8a98f988,1,69.99,381
8a99826b,1,89.9,459
8a99d729,1,44.0,307
8a9a1deb,1,75.0,336
8a9a29c8,1,147.0,9
8a9a638f,1,1475.6399999999999,208
8a9cc99a,1,17.99,158
8a9d2de5,1,39.99,450
8a9d6b43,1,24.99,139
8a9da9c9,1,89.99,274
8a9de3b3,1,695.6999999999999,480
8a9e3fa1,1,668.0,160
8a9e5e2e,1,69.99,112
8a9ed51e,1,49.99,19
8aa04588,1,44.9,172
8aa0d22a,1,169.99,113
8aa15d61,1,128.9,408
8aa19bb2,1,239.6,345
8aa1b4bd,1,43.0,68
8aa1e804,1,40.62,164
8aa1ec00,1,84.0,265
8aa26613,1,1619.1000000000001,35
8aa2bf57,1,94.95,221
8aa383aa,1,29.9,112
8aa46663,1,379.9,209
8aa4d935,1,48.3,278
8aa58844,1,46.98,322
8aa69d77,1,9.5,270
8aa8286f,1,36.0,85
8aa87a98,1,119.99,161
8aa88312,1,176.26,356
8aa8cfd8,1,220.0,491
8aa914a8,1,111.6,105
8aa97fdf,1,88.6,85
8aa9a846,1,269.0,176
8aaaa129,1,210.0,359
8aaad69c,1,45.9,330
8aaadff0,1,34.99,357
8aab0bdf,1,119.9,410
8aac3e1a,1,119.99,571
8aac7e3d,1,358.8,22
8aacc9bd,1,25.99,205
8aae1624,1,119.9,242
8aae4cc8,1,149.0,195
8aaeb0d5,1,99.99,275
8ab1b9d3,1,88.9,120
8ab1fc5d,1,72.5,419
8ab41cbd,1,325.0,184
8ab434ea,1,78.0,19
8ab62121,1,14.6,161
8ab7041d,1,69.99,35
8ab7b5a0,1,23.8,236
8ab7e376,1,19.9,258
8ab97904,1,19.9,197
8ab9de82,1,44.5,80
8aba041e,1,12.99,22
8aba3eac,1,122.99,10
8abaaa82,1,89.9,143
8abb33c0,1,14.77,21
8abb94e8,1,89.66,166
8abbf0e1,1,85.9,227
8abcddf9,1,199.0,237
8abd8440,1,19.9,2
8abea258,1,46.9,16
8abfeeb7,1,196.99,302
8ac0a23b,1,154.9,148
8ac12735,1,26.0,426
8ac12be4,1,120.0,136
8ac1e0b1,1,81.9,166
8ac1fe94,1,41.9,474
8ac42b41,1,52.9,447
8ac4417f,1,59.9,164
8ac44e9c,1,72.58,160
8ac4c0ce,1,295.0,215
8ac4e65f,1,46.95,36
8ac70039,1,99.99,411
8ac8d9c1,1,89.5,154
8ac977b8,1,56.1,65
8ac9ce2b,1,110.0,406
8aca94ea,1,209.99,411
8acb0bd5,1,179.99,453
8acb24dc,1,119.99,396
8acb7867,1,16.9,361
8acba881,1,122.3,80
8acc7f7c,1,19.33,100
8acf1648,1,24.99,246
8acfdf64,1,55.3,191
8ad04bff,1,259.0,252
8ad17d87,1,27.9,100
8ad1cdb6,1,129.9,428
8ad2cd28,1,67.91,538
8ad46ad4,1,18.99,80
8ad4b31b,1,423.6,239
8ad4ecba,1,242.0,567
8ad6b526,1,40.0,67
8ad7db0c,1,29.99,352
8ad7dfee,1,148.0,253
8ad7eb18,1,29.99,218
8ad8a191,1,75.99,233
8ad90dfe,1,13.65,188
8ada54b3,1,55.0,69
8ada7c18,1,144.0,185
8ada7e4f,1,104.9,213
8addf8ea,1,47.25,366
8ade2526,1,249.9,47
8adeaca9,1,36.9,187
8ae0c360,1,69.0,347
8ae20691,1,399.0,93
8ae23a65,1,259.9,357
8ae24950,1,19.9,371
8ae262d2,1,48.9,199
8ae2a65f,1,39.99,210
8ae31420,1,59.9,113
8ae34af6,1,223.99,332
8ae3bda1,1,148.0,200
8ae4f696,1,10.0,393
8ae54648,1,58.99,308
8ae6573d,1,219.9,425
8ae65f29,1,329.2,432
8ae95979,1,139.4,77
8aead917,1,1150.0,277
8aeb0bfe,1,299.0,147
8aeb565d,1,84.99,259
8aec5021,1,79.9,71
8aec8057,1,583.6,86
8aecb1b4,1,29.9,309
8aed06f4,1,989.0,157
8aed2b9a,1,155.06,100
8aed318d,1,27.3,147
8aed5e76,1,160.99,461
8aefefb6,1,45.0,187
8af1593e,1,255.6,269
8af1d458,1,59.33,179
8af2301e,1,1097.99,104
8af238f9,1,49.9,195
8af2418e,1,339.9,360
8af25ba3,1,588.04,69
8af2a4d0,1,190.83,285
8af31be1,1,55.0,520
8af426a6,1,289.9,237
8af54e32,1,173.9,108
8af58cdc,1,279.9,176
8af67380,1,59.9,276
8af79516,1,83.9,245
8af801d9,1,38.25,208
8af87a47,1,139.94,310
8af8f7bb,1,17.9,267
8af9ca2c,1,9.9,271
8af9ffdd,1,28.17,170
8afa5a41,1,197.09999999999997,183
8afa8dff,1,134.9,275
8afa9893,1,299.9,69
8afad267,1,170.0,36
8afb90a9,1,109.9,524
8afbae80,1,42.79,268
8afc2e12,1,56.99,176
8afc445b,1,54.9,190
8aff0cb3,1,189.0,221
8affd513,1,3534.56,406
8b024a20,1,55.0,103
8b02f8ef,1,89.9,164
8b036273,1,188.9,36
8b038505,1,209.9,276
8b03ea3f,1,12.99,276
8b051f11,1,34.9,392
8b052825,1,219.9,262
8b0580d9,1,133.96,350
8b064a20,1,93.99,55
8b07314c,1,31.89,122
8b084e41,1,189.99,367
8b086b22,1,59.0,273
8b09fddb,1,18.99,404
8b0a65f9,1,149.9,374
8b0b7e9b,1,164.9,506
8b0be9bf,1,99.0,393
8b0bffcd,1,99.0,287
8b0c1cca,1,199.89,126
8b0c382e,1,12.9,422
8b0c6a16,1,59.0,418
8b0cf1c8,1,79.0,55
8b0d13b0,1,219.0,220
8b0d2a74,1,49.9,13
8b0dd3ec,1,55.99,114
8b0eac58,1,101.24,402
8b0f765c,1,49.9,512
8b0f9908,1,15.99,29
8b10cae9,1,36.0,460
8b117077,1,349.9,274
8b11a6a6,1,271.64,183
8b122c11,1,48.9,140
8b12706a,1,279.9,209
